Id,Gr Liv Area,Garage Area,Exter Qual_TA,Year Built,Exter Qual_Gd,Year Remod/Add,Full Bath,Kitchen Qual_TA,Total Bsmt SF,Foundation_PConc,1st Flr SF,Overall Qual_8,Bsmt Qual_TA,Fireplaces,Kitchen Qual_Gd,BsmtFin Type 1_GLQ,Garage Finish_Unf,TotRms AbvGrd,Garage Type_Attchd,Bsmt Qual_Gd,Bsmt Qual_Ex,Garage Type_Detchd,Mas Vnr Type_None,Garage Finish_Fin,Overall Qual_5,Overall Cond_5,Exterior 1st_VinylSd,Exterior 2nd_VinylSd,BsmtFin SF 1,Mas Vnr Area,Garage Cars,Heating QC_TA,Foundation_CBlock,Open Porch SF,Paved Drive_Y,Lot Shape_Reg,Neighborhood_NridgHt,MS Zoning_RM,Central Air_Y,Overall Qual_4,Garage Cond_TA,Overall Qual_9,Garage Qual_TA,Wood Deck SF,Garage Yr Blt,Overall Qual_7,Electrical_SBrkr,Neighborhood_NoRidge,Mas Vnr Type_BrkFace,Garage Finish_RFn,Half Bath,2nd Flr SF,Lot Area,Sale Type_New,Bsmt Exposure_Gd,Neighborhood_Somerst,Neighborhood_OldTown,House Style_2Story,MS Zoning_RL,Mas Vnr Type_Stone,Bsmt Exposure_No,Neighborhood_IDOTRR
123,1775,480.0,1,1964,0,1964,2,1,533.0,0,1131,0,1,0,0,0,1,8,1,0,0,0,1,0,0,1,0,0,0.0,0.0,2.0,1,1,172,1,0,0,0,1,0,1,0,1,0,1964.0,0,1,0,0,0,0,644,10600,0,0,0,0,0,1,0,1,0
2594,1312,649.0,1,1947,0,1950,1,1,784.0,0,900,0,1,0,0,0,1,6,0,0,0,1,1,0,0,0,1,1,0.0,0.0,2.0,0,1,28,1,1,0,0,1,0,1,0,1,0,1953.0,0,0,0,0,0,1,412,7500,0,0,0,0,0,1,0,1,0
633,1329,441.0,1,1960,0,1960,1,1,1329.0,0,1329,0,1,2,0,0,1,5,1,0,0,0,0,0,0,0,0,0,544.0,128.0,2.0,0,1,0,1,0,0,0,1,0,1,0,1,0,1960.0,1,1,0,1,0,1,0,12285,0,0,0,0,0,1,0,1,0
1491,1127,480.0,1,1976,0,1976,1,1,1127.0,0,1127,0,1,1,0,0,1,6,0,0,0,1,0,0,0,0,0,0,1033.0,84.0,2.0,1,1,0,1,1,0,0,1,0,1,0,1,0,1991.0,0,1,0,1,0,1,0,6500,0,0,0,0,0,1,0,1,0
1905,808,308.0,1,1958,0,2000,1,1,808.0,0,808,0,1,0,0,0,1,5,0,0,0,1,1,0,1,0,1,1,150.0,0.0,1.0,0,1,0,0,1,0,0,1,0,1,0,1,143,1963.0,0,1,0,0,0,0,0,5175,0,0,0,0,0,1,0,1,0
639,1200,294.0,1,1956,0,1956,1,1,1200.0,0,1200,0,1,2,0,0,1,6,1,0,0,0,1,0,0,1,0,0,155.0,0.0,1.0,1,1,189,1,1,0,0,1,1,1,0,1,0,1956.0,0,1,0,0,0,0,0,10400,0,0,0,0,0,1,0,1,0
1382,894,450.0,1,1967,0,2003,1,0,894.0,0,894,0,1,0,1,0,0,5,1,0,0,0,1,0,1,0,1,1,702.0,0.0,2.0,0,1,0,1,0,0,0,1,0,1,0,1,0,1967.0,0,1,0,0,1,0,0,9764,0,0,0,0,0,1,0,1,0
162,1224,280.0,1,1948,0,2004,1,1,816.0,0,816,0,1,0,0,0,1,5,0,0,0,1,1,0,0,0,0,0,481.0,0.0,1.0,1,1,0,1,1,0,0,1,0,1,0,1,414,1950.0,0,1,0,0,0,0,408,8064,0,0,0,0,0,1,0,1,0
2019,854,576.0,1,1929,0,2001,1,1,832.0,0,854,0,1,0,0,0,1,5,0,0,0,1,1,0,0,0,0,0,0.0,0.0,2.0,0,0,112,1,1,0,1,1,0,1,0,1,48,1991.0,1,0,0,0,0,0,0,6120,0,0,0,0,0,0,0,1,0
2567,1246,441.0,1,1964,0,1964,1,1,1246.0,0,1246,0,1,2,0,0,0,6,1,0,0,0,1,0,0,1,0,0,939.0,0.0,2.0,1,1,69,1,0,0,0,1,0,1,0,1,0,1964.0,0,1,0,0,1,0,0,12700,0,0,0,0,0,1,0,1,0
1410,2108,540.0,1,1935,0,1986,2,0,1127.0,0,1236,0,1,2,1,0,1,7,0,0,0,0,1,0,0,0,0,0,626.0,0.0,2.0,0,1,0,1,1,0,0,1,0,1,0,1,0,1935.0,0,1,0,0,0,0,872,13728,0,0,0,0,1,1,0,1,0
1655,1353,478.0,1,1979,0,1999,2,1,1259.0,0,1353,0,0,1,0,1,0,5,1,1,0,0,0,0,0,1,0,0,903.0,253.0,2.0,0,1,141,1,1,0,0,1,0,1,0,1,240,1979.0,0,1,0,1,1,0,0,10400,0,0,0,0,0,1,0,1,0
839,1661,550.0,0,1996,1,1996,2,0,799.0,1,827,0,0,1,1,1,0,6,1,1,0,0,1,0,0,0,1,1,385.0,0.0,2.0,0,0,61,1,0,0,0,1,0,1,0,1,158,1996.0,1,1,0,0,1,1,834,10667,0,0,0,0,1,1,0,0,0
1593,1200,850.0,1,1964,0,1964,1,1,1200.0,0,1200,0,0,0,0,0,0,6,0,1,0,0,0,1,0,1,0,0,865.0,98.0,3.0,0,1,119,1,1,0,0,1,1,1,0,1,0,1964.0,0,1,0,1,0,0,0,14137,0,0,0,0,0,1,0,0,0
236,835,366.0,1,1920,0,1950,1,1,458.0,0,835,0,1,0,0,0,1,5,0,0,0,0,1,0,1,1,0,0,108.0,0.0,1.0,0,0,0,1,1,0,0,0,0,1,0,0,0,1920.0,0,1,0,0,0,0,0,10625,0,0,0,0,0,1,0,1,0
1580,1495,438.0,1,1989,0,1989,2,1,1495.0,0,1495,0,0,1,0,0,1,8,1,1,0,0,0,0,0,1,0,0,0.0,128.0,2.0,0,1,0,1,0,0,0,1,0,1,0,1,252,1989.0,0,1,0,1,0,0,0,12890,0,0,0,0,0,1,0,1,0
1104,2125,576.0,0,1996,1,1997,2,0,1064.0,1,1064,0,0,2,1,1,0,12,1,0,1,0,1,0,0,1,1,1,851.0,0.0,2.0,0,0,0,1,0,0,0,1,0,1,0,1,168,1996.0,1,1,1,0,1,1,1061,10990,0,0,0,0,1,1,0,1,0
2547,1488,430.0,1,1964,0,1964,1,1,1008.0,0,1488,0,1,1,0,0,0,7,1,0,0,0,0,1,0,0,0,0,260.0,112.0,2.0,0,1,60,1,0,0,0,1,0,1,0,1,154,1964.0,0,1,0,1,0,1,0,10368,0,0,0,0,0,1,0,1,0
870,1513,521.0,0,1999,1,2000,2,0,1462.0,1,1513,1,0,1,1,1,0,5,1,1,0,0,0,1,0,1,1,1,1246.0,260.0,2.0,0,0,34,1,1,0,0,1,0,1,0,1,135,1999.0,0,1,0,1,0,0,0,15750,0,1,0,0,0,1,0,0,0
1864,1152,412.0,1,1968,0,1968,1,1,912.0,0,1152,0,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0.0,41.0,2.0,0,1,126,1,1,0,0,1,0,1,0,1,0,1968.0,0,1,0,1,1,1,0,11700,0,0,0,0,0,1,0,1,0
2701,1640,394.0,1,1950,0,1950,1,1,0.0,0,1640,0,0,1,0,0,0,7,1,0,0,0,1,0,1,1,0,0,0.0,0.0,2.0,1,0,0,1,1,0,0,1,0,1,0,1,0,1950.0,0,0,0,0,1,0,0,21370,0,0,0,0,0,1,0,0,0
158,1458,330.0,1,1948,0,1950,1,1,912.0,0,912,0,1,1,0,0,1,6,1,0,0,0,1,0,0,1,1,1,0.0,0.0,1.0,1,1,0,1,1,0,0,1,0,1,0,1,192,1948.0,0,1,0,0,0,0,546,17503,0,0,0,0,0,1,0,1,0
1324,984,308.0,1,1959,0,1959,1,0,984.0,0,984,0,1,0,0,0,1,5,0,0,0,1,0,0,1,0,0,0,200.0,164.0,1.0,0,1,0,0,1,0,1,1,0,1,0,1,0,1959.0,0,1,0,1,0,0,0,9750,0,0,0,1,0,0,0,1,0
2776,1588,472.0,0,1999,1,1999,2,0,1588.0,1,1588,0,0,0,1,0,0,6,1,1,0,0,0,0,0,1,1,1,1162.0,183.0,2.0,0,0,29,1,0,0,0,1,0,1,0,1,158,1999.0,1,1,0,1,1,0,0,10264,0,0,0,0,0,1,0,0,0
2674,1664,420.0,1,1947,0,1950,2,1,1004.0,0,1004,0,1,2,0,0,1,7,0,0,0,1,1,0,0,0,0,0,399.0,0.0,2.0,0,1,24,1,1,0,1,1,0,1,0,1,0,1950.0,0,1,0,0,0,0,660,5000,0,0,0,0,0,0,0,1,0
2081,864,399.0,1,1958,0,1958,1,1,864.0,0,864,0,1,0,0,0,1,6,1,0,0,0,1,0,1,1,0,0,453.0,0.0,1.0,1,1,0,1,1,0,0,1,0,1,0,1,0,1958.0,0,1,0,0,0,0,0,5400,0,0,0,0,0,1,0,1,0
1771,2520,721.0,0,1995,1,1995,2,0,1203.0,1,1214,0,0,1,1,1,0,9,1,1,0,0,0,0,0,1,1,1,565.0,290.0,3.0,0,0,114,1,0,0,0,1,0,1,0,1,224,1995.0,1,1,1,1,1,1,1306,9950,0,0,0,0,1,1,0,1,0
487,1374,400.0,0,2004,1,2004,2,0,384.0,1,744,0,0,0,1,1,0,7,0,1,0,0,1,1,0,1,1,1,241.0,0.0,2.0,0,0,0,1,0,0,0,1,0,1,0,1,0,2004.0,1,1,0,0,0,1,630,9734,0,0,0,0,0,1,0,0,0
2744,1148,308.0,1,1952,0,1952,1,1,980.0,1,1148,0,0,0,0,0,1,6,0,0,1,1,1,0,1,0,0,0,210.0,0.0,1.0,0,0,0,1,0,0,0,1,0,1,0,1,0,1952.0,0,0,0,0,0,0,0,6420,0,0,0,0,0,1,0,0,0
1860,1262,460.0,1,1976,0,1976,2,1,1262.0,0,1262,0,0,1,0,0,0,6,1,1,0,0,1,0,0,0,0,0,978.0,0.0,2.0,0,1,0,1,1,0,0,1,0,1,0,1,298,1976.0,0,1,0,0,1,0,0,9600,0,1,0,0,0,1,0,0,0
65,1839,486.0,0,1998,1,1998,2,1,1195.0,1,1195,0,0,0,0,0,0,7,1,1,0,0,0,1,0,1,1,1,0.0,30.0,2.0,0,0,81,1,0,0,0,1,0,1,0,1,0,1998.0,1,1,1,1,0,1,644,16770,0,0,0,0,1,1,0,1,0
914,1608,216.0,1,1925,0,1990,2,0,976.0,0,1160,0,1,1,1,0,1,7,0,0,0,1,1,0,0,0,0,0,264.0,0.0,1.0,0,0,16,1,1,0,0,1,0,1,0,0,147,1925.0,0,1,0,0,0,1,448,6171,0,0,0,0,0,1,0,1,0
1783,1795,895.0,0,2006,1,2007,2,0,1795.0,1,1795,1,0,1,1,0,0,7,1,0,1,0,0,0,0,1,1,1,0.0,428.0,3.0,0,0,49,1,1,0,0,1,0,1,0,1,0,2007.0,0,1,0,1,1,0,0,9986,1,0,1,0,0,1,0,0,0
2144,875,728.0,1,1972,0,2006,1,0,385.0,0,875,0,1,0,1,0,1,5,0,0,0,1,1,0,0,0,0,0,385.0,0.0,2.0,0,1,0,1,1,0,0,1,1,1,0,1,352,1975.0,0,1,0,0,0,0,0,7200,0,0,0,0,0,1,0,1,0
1800,1880,880.0,0,2007,1,2007,2,0,955.0,1,955,1,0,1,0,1,0,8,1,0,1,0,0,1,0,1,0,0,745.0,50.0,3.0,0,0,127,1,0,0,0,1,0,1,0,1,168,2007.0,0,1,0,0,0,1,925,12217,1,0,1,0,1,0,0,0,0
2683,1103,440.0,1,1925,0,1980,1,0,1103.0,0,1103,0,1,1,1,0,1,5,0,0,0,1,1,0,0,0,0,0,397.0,0.0,2.0,0,0,120,1,1,0,1,1,0,1,0,1,166,1976.0,0,1,0,0,0,0,0,6000,0,0,0,1,0,0,0,1,0
595,1568,440.0,1,1967,0,1967,1,1,1568.0,0,1568,0,1,0,0,0,1,7,1,0,0,0,1,0,1,1,0,0,0.0,0.0,2.0,1,1,40,1,1,0,0,1,0,1,0,1,160,1967.0,0,1,0,0,0,1,0,9600,0,0,0,0,0,1,0,1,0
801,1338,576.0,0,1983,1,1983,1,0,520.0,0,1338,0,0,1,1,0,1,5,1,1,0,0,0,0,0,1,0,0,70.0,100.0,2.0,0,1,0,1,0,0,0,1,0,1,0,1,0,1983.0,0,1,0,1,0,1,0,19255,0,0,0,0,0,1,0,0,0
1323,2495,342.0,1,1890,0,1999,2,1,1313.0,0,1313,0,1,1,0,0,1,10,0,0,0,1,1,0,0,0,0,0,0.0,0.0,2.0,0,0,299,1,1,0,1,1,0,0,0,1,0,1950.0,1,1,0,0,0,0,1182,10800,0,0,0,1,1,0,0,0,0
807,2016,576.0,0,1880,1,2007,1,1,0.0,1,1288,0,0,1,0,0,1,7,1,0,0,0,1,0,1,0,0,0,0.0,0.0,2.0,0,0,0,0,1,0,0,1,0,1,0,1,0,1900.0,0,1,0,0,0,0,728,26400,0,0,0,0,1,1,0,0,0
2326,1632,462.0,1,1998,0,1998,2,1,935.0,1,955,0,0,1,0,0,0,8,1,1,0,0,1,1,0,1,1,1,0.0,0.0,2.0,0,0,28,1,0,0,0,1,0,1,0,1,0,1998.0,1,1,0,0,0,1,677,9084,0,0,0,0,1,1,0,1,0
282,1121,440.0,1,2003,0,2004,2,1,1121.0,1,1121,0,0,0,0,0,0,5,1,1,0,0,1,0,0,1,1,1,0.0,0.0,2.0,0,0,64,1,1,0,1,1,1,1,0,1,132,2003.0,0,1,0,0,1,0,0,8546,0,0,0,0,0,0,0,1,0
1193,1464,470.0,1,1968,0,1968,1,1,732.0,0,732,0,1,0,0,0,1,7,1,0,0,0,1,0,1,0,0,0,732.0,0.0,2.0,0,1,40,1,1,0,0,1,0,1,0,1,0,1968.0,0,1,0,0,0,1,732,8814,0,0,0,0,1,1,0,1,0
2578,1370,300.0,1,1956,0,1956,1,1,1058.0,0,1370,0,1,1,0,0,0,6,0,0,0,0,0,0,1,0,0,0,678.0,272.0,1.0,0,1,0,1,1,0,0,1,0,1,0,1,191,1956.0,0,1,0,1,1,0,0,10000,0,0,0,0,0,1,0,0,0
1063,2332,756.0,0,2004,1,2004,2,0,1148.0,1,1170,1,0,1,0,1,0,9,0,0,1,0,0,1,0,1,1,1,856.0,126.0,3.0,0,0,142,1,0,1,0,1,0,1,0,1,224,2004.0,0,1,0,0,0,1,1162,10574,0,0,0,0,1,1,1,1,0
1666,1422,576.0,1,1970,0,1990,1,1,925.0,0,1422,0,1,0,0,0,1,7,0,0,0,1,1,0,1,0,0,0,566.0,0.0,2.0,1,1,0,1,1,0,0,1,0,1,0,1,252,1988.0,0,1,0,0,0,0,0,9457,0,0,0,0,0,1,0,1,0
246,1433,528.0,0,1987,1,1987,1,0,1433.0,0,1433,0,0,2,1,1,0,4,1,1,0,0,0,0,0,1,0,0,1433.0,177.0,2.0,0,1,278,1,1,0,0,1,0,0,0,0,0,1987.0,1,1,0,1,1,1,0,11980,0,1,0,0,0,1,0,0,0
612,1041,270.0,1,1959,0,1959,1,1,1041.0,0,1041,0,1,0,0,0,0,6,1,0,0,0,0,0,1,0,0,0,991.0,132.0,1.0,0,1,88,1,1,0,0,1,0,1,0,1,224,1959.0,0,1,0,1,1,0,0,9600,0,0,0,0,0,1,0,1,0
1962,864,720.0,1,1950,0,2002,1,0,864.0,0,864,0,1,0,1,0,0,5,0,0,0,1,1,0,1,0,1,1,398.0,0.0,2.0,0,1,0,1,1,0,0,1,0,1,0,1,194,1980.0,0,1,0,0,1,0,0,7200,0,0,0,0,0,1,0,1,0
1400,2022,505.0,1,1977,0,1977,2,1,1160.0,0,1156,0,0,1,0,0,0,8,1,1,0,0,0,1,0,1,0,0,392.0,299.0,2.0,0,1,117,1,1,0,0,1,0,1,0,1,288,1977.0,1,1,0,1,0,1,866,10005,0,0,0,0,1,1,0,1,0
407,987,264.0,1,1972,0,2007,1,0,483.0,0,483,0,1,0,1,0,1,5,0,0,0,1,0,0,0,0,0,0,162.0,510.0,1.0,0,1,0,1,1,0,1,1,0,1,0,1,250,1972.0,0,1,0,1,0,1,504,1680,0,0,0,0,1,0,0,1,0
1631,1128,480.0,1,1964,0,1964,1,1,1302.0,0,1128,0,1,1,0,0,1,6,1,0,0,0,0,0,0,0,0,0,550.0,138.0,2.0,0,1,108,0,1,0,0,1,0,1,0,1,0,1964.0,0,1,0,0,0,0,0,18160,0,0,0,0,0,1,0,0,0
2020,1367,560.0,1,1931,0,1950,1,1,884.0,0,959,0,1,1,0,0,1,6,0,0,0,1,1,0,0,0,0,0,425.0,0.0,1.0,1,0,0,1,1,0,1,1,0,1,0,1,0,1978.0,0,0,0,0,0,0,408,6240,0,0,0,0,0,0,0,1,0
2640,1416,400.0,1,1900,0,2004,1,0,780.0,0,940,0,1,0,1,0,1,7,0,0,0,1,1,0,0,0,0,0,381.0,0.0,2.0,0,0,24,1,1,0,1,1,0,1,0,1,0,1956.0,0,1,0,0,0,0,476,9600,0,0,0,1,0,0,0,1,0
1466,1640,595.0,0,2003,1,2003,2,0,798.0,1,798,0,0,0,1,0,0,6,1,1,0,0,1,0,0,1,1,1,0.0,0.0,2.0,0,0,45,1,0,0,0,1,0,1,0,1,0,2003.0,1,1,0,0,1,1,842,7226,0,0,0,0,1,1,0,1,0
455,1358,484.0,0,2007,1,2008,2,0,1350.0,1,1358,0,0,1,1,1,0,6,1,1,0,0,0,0,0,1,1,1,876.0,176.0,2.0,0,0,26,1,0,1,0,1,0,1,0,1,192,2008.0,1,1,0,0,1,0,0,10307,0,0,0,0,0,1,1,1,0
1929,1411,310.0,1,1955,0,1975,1,1,1204.0,0,1411,0,1,1,0,0,0,7,1,0,0,0,1,0,1,0,1,1,780.0,0.0,1.0,1,1,82,1,0,0,0,1,0,1,0,1,278,1955.0,0,1,0,0,1,0,0,12198,0,0,0,0,0,1,0,0,0
2046,3086,0.0,1,1946,0,1994,3,0,1598.0,0,1636,0,1,1,0,0,0,12,0,0,0,0,1,0,1,0,0,0,152.0,0.0,0.0,1,1,0,1,0,0,0,1,0,0,0,0,122,50.0,0,1,0,0,0,0,971,18030,0,0,0,0,0,1,0,1,0
1684,988,360.0,1,1966,0,1966,1,1,988.0,0,988,0,1,0,0,0,1,5,0,0,0,1,0,0,1,0,0,0,725.0,52.0,1.0,1,1,0,1,1,0,0,1,0,1,0,1,0,1974.0,0,1,0,1,0,0,0,7150,0,0,0,0,0,1,0,1,0
708,861,288.0,1,1920,0,1950,1,1,861.0,0,861,0,0,0,0,0,1,5,0,0,0,1,1,0,0,0,0,0,0.0,0.0,2.0,1,0,0,0,1,0,1,1,1,1,0,1,0,1920.0,0,1,0,0,0,0,0,7404,0,0,0,1,0,0,0,1,0
1841,1241,569.0,0,2006,1,2007,1,0,1241.0,1,1241,0,0,0,1,1,0,4,1,1,0,0,0,1,0,1,1,1,1106.0,50.0,2.0,0,0,116,1,0,0,0,1,0,1,0,1,0,2007.0,1,1,0,0,0,1,0,4274,1,0,1,0,0,0,0,1,0
888,1922,672.0,0,2003,1,2003,3,0,0.0,0,495,0,0,1,1,0,0,7,0,0,0,0,0,0,0,1,0,0,0.0,500.0,2.0,0,0,0,1,1,0,0,1,0,1,0,1,0,2003.0,1,1,0,1,1,0,1427,7301,0,0,0,0,0,1,0,0,0
894,698,0.0,1,1947,0,2008,1,1,698.0,0,698,0,1,0,0,0,0,4,0,0,0,0,1,0,1,0,1,1,0.0,0.0,0.0,0,1,200,1,1,0,0,1,0,0,0,0,0,50.0,0,1,0,0,0,0,0,9405,0,0,0,0,0,1,0,1,0
1039,1337,511.0,0,1998,1,1999,2,0,1405.0,1,1337,0,0,0,1,1,0,5,1,1,0,0,1,1,0,1,0,0,266.0,0.0,2.0,0,0,68,1,1,0,0,1,0,1,0,1,144,1998.0,0,1,0,0,0,0,0,4060,0,0,0,0,0,0,0,1,0
1212,1092,504.0,1,1964,0,1964,1,1,1092.0,0,1092,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,787.0,260.0,2.0,0,1,0,1,1,0,0,1,0,0,0,1,0,1964.0,0,1,0,0,1,0,0,8250,0,0,0,0,0,1,1,1,0
2769,914,576.0,0,1996,1,1996,1,1,870.0,1,914,0,0,0,0,1,1,5,0,1,0,1,1,0,1,1,1,1,298.0,0.0,2.0,0,0,0,1,0,0,0,1,0,1,0,1,0,1998.0,0,1,0,0,0,0,0,8846,0,0,0,0,0,1,0,0,0
1301,1122,528.0,1,1948,0,2005,1,0,924.0,0,1122,0,1,0,1,1,1,6,1,0,0,0,1,0,1,0,0,0,144.0,0.0,2.0,0,1,36,1,1,0,1,1,0,1,0,1,0,1948.0,0,1,0,0,0,0,0,12000,0,0,0,1,0,0,0,1,0
450,2400,730.0,0,2003,1,2004,3,0,1082.0,1,1105,1,0,1,1,0,0,10,0,1,0,0,0,1,0,1,1,1,0.0,186.0,3.0,0,0,40,1,0,1,0,1,0,1,0,1,114,2003.0,0,1,0,0,0,1,1295,13262,0,0,0,0,1,1,1,1,0
2890,1210,528.0,1,1975,0,1975,2,1,1128.0,0,1210,0,1,0,0,1,1,6,1,0,0,0,0,0,0,0,0,0,576.0,257.0,2.0,1,1,0,1,1,0,0,1,0,1,0,1,0,1975.0,0,1,0,1,0,0,0,11080,0,0,0,0,0,1,0,0,0
908,438,246.0,1,1920,0,1950,1,0,290.0,0,438,0,1,0,0,0,1,3,0,0,0,1,1,0,0,1,0,0,290.0,0.0,1.0,1,1,0,0,1,0,0,0,0,1,0,1,0,1930.0,0,0,0,0,0,0,0,8400,0,0,0,0,0,1,0,1,0
2480,1731,462.0,0,1992,1,1993,2,0,836.0,1,844,0,0,0,1,0,0,7,1,1,0,0,1,0,0,1,0,0,758.0,0.0,2.0,0,0,85,1,0,0,0,1,0,1,0,1,307,1992.0,0,1,0,0,1,1,887,9370,0,0,0,0,1,1,0,1,0
810,2228,720.0,1,1979,0,1979,2,1,0.0,0,1114,0,0,0,0,0,1,8,0,0,0,1,1,0,1,1,0,0,0.0,0.0,2.0,1,0,0,1,1,0,0,1,0,1,0,1,73,1979.0,0,1,0,0,0,0,1114,7018,0,0,0,0,1,1,0,0,0
49,1752,576.0,0,2005,0,2005,2,0,1752.0,1,1752,0,0,1,0,1,0,6,1,0,1,0,0,0,0,1,0,0,456.0,412.0,2.0,0,0,82,1,1,1,0,1,0,1,1,1,196,2005.0,0,1,0,1,1,0,0,7658,0,0,0,0,0,1,0,1,0
2466,1716,615.0,0,2005,1,2005,2,0,858.0,1,858,0,0,0,1,0,0,7,1,1,0,0,1,0,0,1,1,1,0.0,0.0,2.0,0,0,53,1,1,0,0,1,0,1,0,1,0,2005.0,0,1,0,0,1,1,858,8125,0,0,1,0,1,0,0,1,0
1233,1431,296.0,1,1962,0,1962,1,1,1099.0,0,1431,0,0,1,0,1,0,6,0,1,0,0,0,0,0,1,0,0,371.0,305.0,1.0,0,1,110,1,0,0,0,1,0,1,0,1,64,1962.0,0,1,0,1,1,0,0,9150,0,1,0,0,0,1,0,0,0
86,894,336.0,1,1965,0,2009,1,1,894.0,0,894,0,1,1,0,1,1,5,0,0,0,1,1,0,1,0,0,0,553.0,0.0,1.0,0,1,144,1,1,0,0,1,0,1,0,1,416,1973.0,0,1,0,0,0,0,0,8450,0,0,0,0,0,1,0,1,0
2175,1044,528.0,1,1976,0,1976,1,1,960.0,0,1044,0,1,1,0,1,1,7,0,0,0,1,1,0,0,0,0,0,504.0,0.0,2.0,1,1,0,1,1,0,0,1,0,0,0,1,228,1976.0,0,1,0,0,0,0,0,6285,0,0,0,0,0,1,0,0,0
645,1112,480.0,1,1951,0,1951,1,1,631.0,0,1112,0,1,0,0,0,1,5,0,0,0,0,1,0,1,1,0,0,308.0,0.0,2.0,1,1,0,1,1,0,0,1,0,1,0,1,0,1951.0,0,0,0,0,0,0,0,13070,0,0,0,0,0,1,0,1,0
917,1477,216.0,1,1928,0,1950,2,1,861.0,0,877,0,1,1,0,0,1,6,0,0,0,1,1,0,0,0,0,0,0.0,0.0,1.0,0,0,50,1,1,0,0,1,0,1,0,1,0,1928.0,1,1,0,0,0,0,600,6292,0,0,0,0,0,1,0,1,0
2214,2624,864.0,1,1918,0,1950,2,1,1370.0,0,1370,0,0,1,0,0,1,10,0,1,0,1,1,0,0,0,0,0,1128.0,0.0,3.0,1,0,0,0,0,0,0,0,0,1,0,1,0,1918.0,0,0,0,0,0,1,1254,22420,0,0,0,0,1,1,0,1,0
2257,1502,286.0,0,1998,1,1998,1,0,1502.0,1,1502,0,0,1,1,1,0,5,1,1,0,0,0,1,0,1,0,0,1102.0,239.0,1.0,0,0,0,1,0,0,1,1,0,1,0,1,0,1998.0,1,1,0,1,0,1,0,9763,0,0,0,0,0,0,0,1,0
1419,2329,514.0,1,1990,0,1990,2,0,1475.0,1,1532,0,0,1,1,1,1,10,1,1,0,0,0,0,0,1,0,0,1085.0,99.0,2.0,0,0,121,1,1,0,0,1,0,1,0,1,192,1990.0,1,1,0,1,0,1,797,11839,0,0,0,0,1,1,0,1,0
1648,1664,663.0,1,1978,0,1985,2,0,1529.0,0,1664,0,0,1,1,1,0,7,1,1,0,0,0,1,0,0,0,0,1328.0,67.0,2.0,1,1,0,1,1,0,0,1,0,1,0,1,0,1978.0,1,1,0,0,0,0,0,12299,0,0,0,0,0,1,1,1,0
2112,1795,578.0,0,2005,1,2006,2,0,879.0,1,879,0,0,0,1,0,0,7,1,1,0,0,1,0,0,1,1,1,0.0,0.0,2.0,0,0,111,1,1,0,0,1,0,1,0,1,164,2005.0,1,1,0,0,1,1,916,9316,0,1,0,0,1,1,0,0,0
2779,1861,492.0,0,2002,1,2002,2,0,916.0,1,920,0,0,0,1,1,0,8,0,1,0,0,1,0,0,1,1,1,700.0,0.0,2.0,0,0,91,1,0,0,0,1,0,1,0,1,146,2002.0,1,1,0,0,1,1,941,13450,0,0,0,0,1,1,0,1,0
1622,1694,398.0,1,1994,0,1994,2,1,392.0,1,924,0,0,1,0,0,0,7,0,1,0,0,0,1,0,1,0,0,186.0,32.0,2.0,0,0,64,1,0,0,0,1,0,1,0,1,256,1994.0,0,1,0,1,0,1,770,10147,0,0,0,0,0,1,0,1,0
2004,968,331.0,1,1956,0,1956,1,1,0.0,0,968,0,0,0,0,0,1,5,1,0,0,0,1,0,0,0,0,0,0.0,1.0,1.0,0,1,0,1,1,0,1,1,1,1,0,0,0,1956.0,0,1,0,0,0,0,0,8626,0,0,0,1,0,0,0,0,0
684,1183,288.0,1,1959,0,1959,1,1,528.0,0,1183,0,0,0,0,1,0,6,1,1,0,0,1,0,1,1,0,0,433.0,0.0,1.0,1,1,0,1,1,0,0,1,0,1,0,1,0,1959.0,0,1,0,0,1,0,0,8000,0,0,0,0,0,1,0,0,0
516,1590,676.0,0,2008,1,2008,2,0,768.0,1,786,1,0,0,1,0,0,6,1,1,0,0,1,0,0,1,1,1,0.0,0.0,2.0,0,0,30,1,1,0,0,1,0,1,0,1,0,2008.0,0,1,0,0,1,1,804,9000,0,0,1,0,1,0,0,1,0
318,1444,400.0,1,2006,0,2007,2,1,384.0,1,744,0,0,0,0,0,0,7,0,1,0,0,1,1,1,1,1,1,0.0,0.0,2.0,0,0,0,1,1,0,0,1,0,1,0,1,100,2007.0,0,1,0,0,0,1,700,9802,0,0,0,0,1,1,0,1,0
1959,1846,315.0,1,1949,0,1950,2,1,1040.0,0,1168,0,1,1,0,0,1,7,1,0,0,0,0,0,0,0,0,0,196.0,320.0,1.0,0,1,0,1,1,0,0,1,0,1,0,1,0,1949.0,0,1,0,1,0,0,678,10496,0,0,0,0,0,1,0,0,0
152,988,264.0,1,1958,0,1958,1,1,988.0,0,988,0,1,0,0,0,1,5,1,0,0,0,1,0,1,1,0,0,532.0,0.0,1.0,1,1,0,1,1,0,0,1,0,1,0,1,0,1958.0,0,1,0,0,0,0,0,13587,0,0,0,0,0,1,0,0,0
